customer_id,customer_name,email,region,city,signup_date
C0067,Customer 0067,customer0067@example.com,East,Guwahati,2/25/2026
C0068,Customer 0068,customer0068@example.com,South,Bengaluru,6/28/2025
C0069,Customer 0069,customer0069@example.com,North,Lucknow,10/10/2024
C0070,Customer 0070,customer0070@example.com,South,Hyderabad,1/10/2024
C0071,Customer 0071,customer0071@example.com,South,Chennai,7/27/2025
C0072,Customer 0072,customer0072@example.com,South,Bengaluru,6/26/2024
C0073,Customer 0073,customer0073@example.com,Central,Nagpur,10/5/2025
C0074,Customer 0074,customer0074@example.com,South,Hyderabad,3/22/2025
C0075,Customer 0075,customer0075@example.com,North,Delhi,1/31/2025
C0076,Customer 0076,customer0076@example.com,South,Chennai,5/19/2024
C0077,Customer 0077,customer0077@example.com,South,Bengaluru,8/27/2025
C0078,Customer 0078,customer0078@example.com,West,Ahmedabad,5/21/2024
C0079,Customer 0079,customer0079@example.com,East,Kolkata,12/21/2024
C0080,Customer 0080,customer0080@example.com,West,Pune,12/11/2025
C0081,Customer 0081,customer0081@example.com,West,Mumbai,2/21/2026
C0082,Customer 0082,customer0082@example.com,South,Chennai,4/20/2026
C0083,Customer 0083,customer0083@example.com,West,Pune,3/25/2026
C0084,Customer 0084,customer0084@example.com,North,Jaipur,4/17/2025
C0085,Customer 0085,customer0085@example.com,North,Jaipur,6/19/2024
C0086,Customer 0086,customer0086@example.com,North,Delhi,12/14/2025
C0087,Customer 0087,customer0087@example.com,West,Ahmedabad,11/12/2025
C0088,Customer 0088,customer0088@example.com,East,Kolkata,4/21/2026
C0089,Customer 0089,customer0089@example.com,North,Lucknow,7/7/2025
C0090,Customer 0090,customer0090@example.com,East,Kolkata,4/30/2024
C0091,Customer 0091,customer0091@example.com,North,Lucknow,3/3/2025
C0092,Customer 0092,customer0092@example.com,West,Pune,1/16/2025
C0093,Customer 0093,customer0093@example.com,South,Bengaluru,12/17/2025
C0094,Customer 0094,customer0094@example.com,South,Chennai,11/29/2024
C0095,Customer 0095,customer0095@example.com,South,Hyderabad,10/6/2024
C0096,Customer 0096,customer0096@example.com,West,Mumbai,3/9/2024
C0097,Customer 0097,customer0097@example.com,South,Bengaluru,12/11/2025
C0098,Customer 0098,customer0098@example.com,North,Lucknow,10/4/2025
C0099,Customer 0099,customer0099@example.com,North,Lucknow,2/5/2024
C0100,Customer 0100,customer0100@example.com,Central,Nagpur,1/3/2025
C0101,Customer 0101,customer0101@example.com,Central,Bhopal,2/11/2025
C0102,Customer 0102,customer0102@example.com,West,Ahmedabad,2/2/2025
C0103,Customer 0103,customer0103@example.com,South,Hyderabad,2/20/2026
C0104,Customer 0104,customer0104@example.com,Central,Bhopal,5/8/2024
C0105,Customer 0105,customer0105@example.com,West,Mumbai,9/17/2024
C0106,Customer 0106,customer0106@example.com,West,Ahmedabad,6/2/2024
C0107,Customer 0107,customer0107@example.com,South,Chennai,7/26/2024
C0108,Customer 0108,customer0108@example.com,South,Bengaluru,2/10/2026
C0109,Customer 0109,customer0109@example.com,North,Delhi,3/10/2026
C0110,Customer 0110,customer0110@example.com,Central,Bhopal,2/7/2024
C0111,Customer 0111,customer0111@example.com,East,Guwahati,6/21/2025
C0112,Customer 0112,customer0112@example.com,South,Chennai,7/16/2024
C0113,Customer 0113,customer0113@example.com,South,Hyderabad,6/12/2024
C0114,Customer 0114,customer0114@example.com,East,Guwahati,9/5/2024
C0115,Customer 0115,customer0115@example.com,North,Delhi,6/14/2024
C0116,Customer 0116,customer0116@example.com,Central,Bhopal,2/20/2025
C0117,Customer 0117,customer0117@example.com,West,Ahmedabad,4/26/2026
C0118,Customer 0118,customer0118@example.com,West,Pune,5/13/2025
C0119,Customer 0119,customer0119@example.com,South,Chennai,9/6/2025
C0120,Customer 0120,customer0120@example.com,West,Ahmedabad,2/23/2025
C0121,Customer 0121,customer0121@example.com,East,Kolkata,1/12/2024
C0122,Customer 0122,customer0122@example.com,West,Mumbai,3/12/2024
C0123,Customer 0123,customer0123@example.com,North,Lucknow,8/16/2024
C0124,Customer 0124,customer0124@example.com,South,Chennai,7/26/2024
C0125,Customer 0125,customer0125@example.com,North,Jaipur,12/15/2025
C0126,Customer 0126,customer0126@example.com,East,Guwahati,12/18/2025
C0127,Customer 0127,customer0127@example.com,South,Bengaluru,12/27/2025
C0128,Customer 0128,customer0128@example.com,North,Jaipur,6/25/2025
C0129,Customer 0129,customer0129@example.com,North,Jaipur,4/17/2025
C0130,Customer 0130,customer0130@example.com,East,Kolkata,7/5/2025
C0131,Customer 0131,customer0131@example.com,North,Jaipur,12/11/2024
C0132,Customer 0132,customer0132@example.com,Central,Nagpur,7/23/2025
C0133,Customer 0133,customer0133@example.com,East,Kolkata,11/6/2025
C0134,Customer 0134,customer0134@example.com,South,Hyderabad,10/10/2025
C0135,Customer 0135,customer0135@example.com,East,Bhubaneswar,6/5/2025
C0136,Customer 0136,customer0136@example.com,North,Jaipur,2/19/2024
C0137,Customer 0137,customer0137@example.com,Central,Bhopal,9/8/2025
C0138,Customer 0138,customer0138@example.com,East,Bhubaneswar,11/7/2024
C0139,Customer 0139,customer0139@example.com,West,Mumbai,9/24/2025
C0140,Customer 0140,customer0140@example.com,North,Delhi,4/3/2025
C0141,Customer 0141,customer0141@example.com,East,Guwahati,1/19/2026
C0142,Customer 0142,customer0142@example.com,East,Kolkata,10/14/2024
C0143,Customer 0143,customer0143@example.com,Central,Indore,3/2/2026
C0144,Customer 0144,customer0144@example.com,East,Bhubaneswar,12/18/2025
C0145,Customer 0145,customer0145@example.com,East,Kolkata,10/8/2024
C0146,Customer 0146,customer0146@example.com,South,Chennai,2/14/2025
C0147,Customer 0147,customer0147@example.com,South,Bengaluru,3/27/2025
C0148,Customer 0148,customer0148@example.com,East,Bhubaneswar,10/15/2025
C0149,Customer 0149,customer0149@example.com,South,Hyderabad,8/8/2025
C0150,Customer 0150,customer0150@example.com,North,Lucknow,12/25/2025
C0151,Customer 0151,customer0151@example.com,Central,Bhopal,11/10/2024
C0152,Customer 0152,customer0152@example.com,Central,Bhopal,3/5/2025
C0153,Customer 0153,customer0153@example.com,North,Delhi,1/1/2025
C0154,Customer 0154,customer0154@example.com,East,Bhubaneswar,2/12/2026
C0155,Customer 0155,customer0155@example.com,North,Delhi,9/16/2024
C0156,Customer 0156,customer0156@example.com,West,Mumbai,5/14/2025
C0157,Customer 0157,customer0157@example.com,South,Hyderabad,4/12/2024
C0158,Customer 0158,customer0158@example.com,West,Ahmedabad,12/23/2025
C0159,Customer 0159,customer0159@example.com,West,Ahmedabad,11/22/2024
C0160,Customer 0160,customer0160@example.com,West,Mumbai,10/16/2024
C0161,Customer 0161,customer0161@example.com,North,Jaipur,5/10/2025
C0162,Customer 0162,customer0162@example.com,Central,Indore,2/27/2025
C0163,Customer 0163,customer0163@example.com,South,Chennai,12/21/2025
C0164,Customer 0164,customer0164@example.com,North,Jaipur,3/27/2025
C0165,Customer 0165,customer0165@example.com,East,Bhubaneswar,3/15/2025
C0166,Customer 0166,customer0166@example.com,South,Bengaluru,3/30/2024
C0167,Customer 0167,customer0167@example.com,Central,Nagpur,1/19/2024
C0168,Customer 0168,customer0168@example.com,West,Ahmedabad,12/4/2024
C0169,Customer 0169,customer0169@example.com,South,Bengaluru,4/28/2026
C0170,Customer 0170,customer0170@example.com,Central,Nagpur,2/18/2026
C0171,Customer 0171,customer0171@example.com,South,Hyderabad,6/18/2025
C0172,Customer 0172,customer0172@example.com,East,Bhubaneswar,6/20/2025
C0173,Customer 0173,customer0173@example.com,South,Chennai,11/28/2024
C0174,Customer 0174,customer0174@example.com,Central,Nagpur,5/30/2024
C0175,Customer 0175,customer0175@example.com,North,Lucknow,1/8/2024
C0176,Customer 0176,customer0176@example.com,North,Lucknow,10/15/2024
C0177,Customer 0177,customer0177@example.com,South,Chennai,9/25/2024
C0178,Customer 0178,customer0178@example.com,Central,Indore,6/11/2024
C0179,Customer 0179,customer0179@example.com,Central,Nagpur,8/8/2024
C0180,Customer 0180,customer0180@example.com,West,Pune,1/22/2024
C0181,Customer 0181,customer0181@example.com,Central,Nagpur,5/31/2025
C0182,Customer 0182,customer0182@example.com,Central,Bhopal,2/27/2026
C0183,Customer 0183,customer0183@example.com,East,Kolkata,8/10/2025
C0184,Customer 0184,customer0184@example.com,South,Hyderabad,1/15/2025
C0185,Customer 0185,customer0185@example.com,West,Pune,12/23/2024
C0186,Customer 0186,customer0186@example.com,West,Pune,9/18/2024
C0187,Customer 0187,customer0187@example.com,South,Bengaluru,5/1/2024
C0188,Customer 0188,customer0188@example.com,North,Jaipur,5/23/2025
C0189,Customer 0189,customer0189@example.com,West,Ahmedabad,4/26/2025
C0190,Customer 0190,customer0190@example.com,South,Chennai,1/7/2024
C0191,Customer 0191,customer0191@example.com,Central,Nagpur,12/19/2024
C0192,Customer 0192,customer0192@example.com,South,Hyderabad,8/24/2024
C0193,Customer 0193,customer0193@example.com,North,Jaipur,5/24/2024
C0194,Customer 0194,customer0194@example.com,Central,Indore,8/20/2025
C0195,Customer 0195,customer0195@example.com,North,Delhi,3/22/2025
C0196,Customer 0196,customer0196@example.com,North,Lucknow,6/22/2025
C0197,Customer 0197,customer0197@example.com,East,Bhubaneswar,8/29/2025
C0198,Customer 0198,customer0198@example.com,Central,Bhopal,4/14/2026
C0199,Customer 0199,customer0199@example.com,North,Jaipur,11/13/2025
C0200,Customer 0200,customer0200@example.com,South,Hyderabad,6/11/2025
C0201,Customer 0201,customer0201@example.com,West,Mumbai,1/17/2026
C0202,Customer 0202,customer0202@example.com,Central,Bhopal,2/9/2025
C0203,Customer 0203,customer0203@example.com,East,Guwahati,4/17/2026
C0204,Customer 0204,customer0204@example.com,North,Delhi,10/9/2025
C0205,Customer 0205,customer0205@example.com,North,Lucknow,7/7/2025
C0206,Customer 0206,customer0206@example.com,South,Hyderabad,2/6/2026
C0207,Customer 0207,customer0207@example.com,North,Lucknow,3/13/2025
C0208,Customer 0208,customer0208@example.com,West,Ahmedabad,9/4/2025
C0209,Customer 0209,customer0209@example.com,North,Delhi,8/30/2024
C0210,Customer 0210,customer0210@example.com,East,Kolkata,3/29/2026
C0211,Customer 0211,customer0211@example.com,West,Pune,6/13/2025
C0212,Customer 0212,customer0212@example.com,East,Bhubaneswar,10/26/2025
C0213,Customer 0213,customer0213@example.com,North,Lucknow,1/26/2025
C0214,Customer 0214,customer0214@example.com,West,Ahmedabad,1/6/2026
C0215,Customer 0215,customer0215@example.com,West,Pune,3/4/2024
C0216,Customer 0216,customer0216@example.com,West,Ahmedabad,4/6/2024
C0217,Customer 0217,customer0217@example.com,North,Jaipur,3/7/2025
C0218,Customer 0218,customer0218@example.com,North,Jaipur,9/14/2025
C0219,Customer 0219,customer0219@example.com,Central,Indore,11/18/2025
C0220,Customer 0220,customer0220@example.com,South,Bengaluru,1/9/2025
C0221,Customer 0221,customer0221@example.com,South,Chennai,7/6/2025
C0222,Customer 0222,customer0222@example.com,East,Guwahati,4/15/2025
C0223,Customer 0223,customer0223@example.com,West,Pune,3/28/2026
C0224,Customer 0224,customer0224@example.com,Central,Nagpur,7/9/2025
C0225,Customer 0225,customer0225@example.com,South,Bengaluru,12/20/2024
C0226,Customer 0226,customer0226@example.com,Central,Nagpur,4/4/2026
C0227,Customer 0227,customer0227@example.com,North,Lucknow,4/1/2024
C0228,Customer 0228,customer0228@example.com,East,Bhubaneswar,4/16/2026
C0229,Customer 0229,customer0229@example.com,West,Pune,5/10/2024
C0230,Customer 0230,customer0230@example.com,North,Delhi,9/1/2024
C0231,Customer 0231,customer0231@example.com,North,Lucknow,11/29/2025
C0232,Customer 0232,customer0232@example.com,South,Hyderabad,9/15/2025
C0233,Customer 0233,customer0233@example.com,Central,Nagpur,4/4/2026
C0234,Customer 0234,customer0234@example.com,East,Guwahati,9/29/2025
C0235,Customer 0235,customer0235@example.com,Central,Nagpur,6/25/2025
C0236,Customer 0236,customer0236@example.com,West,Ahmedabad,10/21/2024
C0237,Customer 0237,customer0237@example.com,East,Bhubaneswar,1/5/2024
C0238,Customer 0238,customer0238@example.com,West,Mumbai,4/15/2024
C0239,Customer 0239,customer0239@example.com,North,Delhi,9/10/2024
C0240,Customer 0240,customer0240@example.com,North,Delhi,2/4/2024
C0241,Customer 0241,customer0241@example.com,Central,Indore,3/7/2025
C0242,Customer 0242,customer0242@example.com,West,Ahmedabad,10/22/2025
C0243,Customer 0243,customer0243@example.com,South,Bengaluru,3/29/2026
C0244,Customer 0244,customer0244@example.com,East,Kolkata,2/20/2025
C0245,Customer 0245,customer0245@example.com,West,Mumbai,1/13/2026
C0246,Customer 0246,customer0246@example.com,Central,Nagpur,4/17/2026
C0247,Customer 0247,customer0247@example.com,West,Ahmedabad,12/31/2025
C0248,Customer 0248,customer0248@example.com,South,Bengaluru,1/30/2025
C0249,Customer 0249,customer0249@example.com,South,Hyderabad,10/3/2024
C0250,Customer 0250,customer0250@example.com,South,Hyderabad,4/11/2026
C0251,Customer 0251,customer0251@example.com,West,Ahmedabad,7/24/2024
C0252,Customer 0252,customer0252@example.com,Central,Nagpur,12/15/2024
C0253,Customer 0253,customer0253@example.com,East,Bhubaneswar,3/3/2024
C0254,Customer 0254,customer0254@example.com,South,Bengaluru,11/5/2025
C0255,Customer 0255,customer0255@example.com,South,Bengaluru,7/6/2025
C0256,Customer 0256,customer0256@example.com,West,Mumbai,3/13/2024
C0257,Customer 0257,customer0257@example.com,West,Pune,7/7/2024
C0258,Customer 0258,customer0258@example.com,North,Jaipur,4/17/2025
C0259,Customer 0259,customer0259@example.com,North,Jaipur,4/4/2025
C0260,Customer 0260,customer0260@example.com,East,Bhubaneswar,11/12/2025
C0261,Customer 0261,customer0261@example.com,North,Jaipur,8/14/2024
C0262,Customer 0262,customer0262@example.com,Central,Indore,2/24/2026
C0263,Customer 0263,customer0263@example.com,South,Chennai,1/12/2025
C0264,Customer 0264,customer0264@example.com,North,Jaipur,11/30/2025
C0265,Customer 0265,customer0265@example.com,Central,Indore,7/21/2024
C0266,Customer 0266,customer0266@example.com,North,Lucknow,2/1/2024
C0267,Customer 0267,customer0267@example.com,South,Bengaluru,2/16/2024
C0268,Customer 0268,customer0268@example.com,North,Jaipur,11/12/2024
C0269,Customer 0269,customer0269@example.com,North,Delhi,3/21/2026
C0270,Customer 0270,customer0270@example.com,North,Delhi,2/11/2024
C0271,Customer 0271,customer0271@example.com,North,Jaipur,11/9/2024
C0272,Customer 0272,customer0272@example.com,North,Jaipur,4/2/2024
C0273,Customer 0273,customer0273@example.com,North,Jaipur,3/2/2026
C0274,Customer 0274,customer0274@example.com,East,Bhubaneswar,7/28/2025
C0275,Customer 0275,customer0275@example.com,West,Ahmedabad,10/10/2025
C0276,Customer 0276,customer0276@example.com,South,Chennai,8/29/2025
C0277,Customer 0277,customer0277@example.com,South,Chennai,7/12/2025
C0278,Customer 0278,customer0278@example.com,East,Kolkata,10/19/2025
C0279,Customer 0279,customer0279@example.com,Central,Bhopal,1/7/2024
C0280,Customer 0280,customer0280@example.com,Central,Nagpur,1/5/2026
C0281,Customer 0281,customer0281@example.com,North,Delhi,9/20/2025
C0282,Customer 0282,customer0282@example.com,North,Jaipur,9/20/2025
C0283,Customer 0283,customer0283@example.com,South,Chennai,11/30/2024
C0284,Customer 0284,customer0284@example.com,South,Hyderabad,11/11/2025
C0285,Customer 0285,customer0285@example.com,East,Guwahati,11/20/2024
C0286,Customer 0286,customer0286@example.com,South,Chennai,2/11/2024
C0287,Customer 0287,customer0287@example.com,North,Delhi,2/10/2026
C0288,Customer 0288,customer0288@example.com,South,Chennai,7/18/2024
C0289,Customer 0289,customer0289@example.com,East,Bhubaneswar,3/27/2024
C0290,Customer 0290,customer0290@example.com,North,Lucknow,6/12/2025
C0291,Customer 0291,customer0291@example.com,Central,Indore,7/17/2024
C0292,Customer 0292,customer0292@example.com,North,Lucknow,12/30/2025
C0293,Customer 0293,customer0293@example.com,Central,Indore,1/12/2025
C0294,Customer 0294,customer0294@example.com,North,Delhi,1/4/2024
C0295,Customer 0295,customer0295@example.com,Central,Indore,3/19/2026
C0296,Customer 0296,customer0296@example.com,Central,Bhopal,3/13/2025
C0297,Customer 0297,customer0297@example.com,Central,Nagpur,8/11/2024
C0298,Customer 0298,customer0298@example.com,West,Mumbai,7/29/2025
C0299,Customer 0299,customer0299@example.com,West,Pune,3/27/2025
C0300,Customer 0300,customer0300@example.com,West,Pune,1/26/2024
C0301,Customer 0301,customer0301@example.com,West,Mumbai,10/7/2025
C0302,Customer 0302,customer0302@example.com,North,Jaipur,12/7/2024
C0303,Customer 0303,customer0303@example.com,East,Bhubaneswar,8/17/2025
C0304,Customer 0304,customer0304@example.com,East,Kolkata,1/31/2026
C0305,Customer 0305,customer0305@example.com,Central,Bhopal,6/3/2025
C0306,Customer 0306,customer0306@example.com,East,Kolkata,7/24/2025
C0307,Customer 0307,customer0307@example.com,South,Chennai,8/4/2024
C0308,Customer 0308,customer0308@example.com,West,Pune,7/21/2024
C0309,Customer 0309,customer0309@example.com,South,Chennai,12/18/2024
C0310,Customer 0310,customer0310@example.com,North,Lucknow,12/25/2025
C0311,Customer 0311,customer0311@example.com,East,Kolkata,3/21/2025
C0312,Customer 0312,customer0312@example.com,South,Bengaluru,10/22/2024
C0313,Customer 0313,customer0313@example.com,South,Hyderabad,10/24/2025
C0314,Customer 0314,customer0314@example.com,South,Bengaluru,12/26/2025
C0315,Customer 0315,customer0315@example.com,South,Hyderabad,2/6/2026
C0316,Customer 0316,customer0316@example.com,South,Chennai,9/11/2024
C0317,Customer 0317,customer0317@example.com,South,Chennai,8/26/2025
C0318,Customer 0318,customer0318@example.com,West,Mumbai,5/16/2025
C0319,Customer 0319,customer0319@example.com,South,Chennai,1/16/2025
C0320,Customer 0320,customer0320@example.com,Central,Bhopal,12/3/2024
C0321,Customer 0321,customer0321@example.com,Central,Bhopal,4/7/2024
C0322,Customer 0322,customer0322@example.com,East,Guwahati,8/21/2024
C0323,Customer 0323,customer0323@example.com,South,Chennai,4/12/2025
C0324,Customer 0324,customer0324@example.com,East,Guwahati,1/23/2026
C0325,Customer 0325,customer0325@example.com,Central,Nagpur,1/6/2026
C0326,Customer 0326,customer0326@example.com,West,Ahmedabad,6/8/2024
C0327,Customer 0327,customer0327@example.com,West,Mumbai,7/31/2025
C0328,Customer 0328,customer0328@example.com,East,Guwahati,3/13/2024
C0329,Customer 0329,customer0329@example.com,West,Pune,7/27/2025
C0330,Customer 0330,customer0330@example.com,South,Hyderabad,10/17/2024
C0331,Customer 0331,customer0331@example.com,West,Pune,1/17/2025
C0332,Customer 0332,customer0332@example.com,South,Hyderabad,9/1/2025
C0333,Customer 0333,customer0333@example.com,West,Pune,12/27/2024
C0334,Customer 0334,customer0334@example.com,Central,Bhopal,11/17/2025
C0335,Customer 0335,customer0335@example.com,North,Jaipur,3/29/2025
C0336,Customer 0336,customer0336@example.com,West,Mumbai,4/28/2026
C0337,Customer 0337,customer0337@example.com,North,Lucknow,6/26/2025
C0338,Customer 0338,customer0338@example.com,West,Mumbai,9/8/2024
C0339,Customer 0339,customer0339@example.com,North,Delhi,10/20/2025
C0340,Customer 0340,customer0340@example.com,Central,Indore,12/12/2024
C0341,Customer 0341,customer0341@example.com,North,Jaipur,3/30/2025
C0342,Customer 0342,customer0342@example.com,Central,Bhopal,4/26/2024
C0343,Customer 0343,customer0343@example.com,West,Ahmedabad,4/11/2024
C0344,Customer 0344,customer0344@example.com,East,Guwahati,5/3/2025
C0345,Customer 0345,customer0345@example.com,West,Ahmedabad,6/7/2024
C0346,Customer 0346,customer0346@example.com,West,Pune,4/27/2026
C0347,Customer 0347,customer0347@example.com,Central,Indore,12/28/2025
C0348,Customer 0348,customer0348@example.com,South,Bengaluru,8/18/2025
C0349,Customer 0349,customer0349@example.com,East,Bhubaneswar,9/16/2025
C0350,Customer 0350,customer0350@example.com,North,Delhi,5/20/2025
C0351,Customer 0351,customer0351@example.com,West,Mumbai,2/21/2024
C0352,Customer 0352,customer0352@example.com,North,Delhi,11/29/2024
C0353,Customer 0353,customer0353@example.com,East,Bhubaneswar,2/25/2025
C0354,Customer 0354,customer0354@example.com,East,Kolkata,2/17/2026
C0355,Customer 0355,customer0355@example.com,East,Kolkata,7/5/2024
C0356,Customer 0356,customer0356@example.com,East,Guwahati,2/26/2025
C0357,Customer 0357,customer0357@example.com,West,Pune,10/19/2024
C0358,Customer 0358,customer0358@example.com,West,Pune,4/24/2024
C0359,Customer 0359,customer0359@example.com,East,Bhubaneswar,3/28/2024
C0360,Customer 0360,customer0360@example.com,East,Guwahati,11/6/2024
C0361,Customer 0361,customer0361@example.com,Central,Nagpur,3/11/2024
C0362,Customer 0362,customer0362@example.com,North,Delhi,2/27/2024
C0363,Customer 0363,customer0363@example.com,North,Lucknow,10/25/2024
C0364,Customer 0364,customer0364@example.com,North,Jaipur,6/20/2024
C0365,Customer 0365,customer0365@example.com,West,Ahmedabad,4/16/2025
C0366,Customer 0366,customer0366@example.com,South,Bengaluru,1/16/2024
C0367,Customer 0367,customer0367@example.com,West,Mumbai,9/13/2024
C0368,Customer 0368,customer0368@example.com,West,Ahmedabad,1/20/2025
C0369,Customer 0369,customer0369@example.com,South,Chennai,3/29/2026
C0370,Customer 0370,customer0370@example.com,Central,Nagpur,6/23/2025
C0371,Customer 0371,customer0371@example.com,West,Mumbai,1/18/2026
C0372,Customer 0372,customer0372@example.com,South,Chennai,10/18/2024
C0373,Customer 0373,customer0373@example.com,South,Bengaluru,1/17/2025
C0374,Customer 0374,customer0374@example.com,South,Hyderabad,12/23/2024
C0375,Customer 0375,customer0375@example.com,North,Jaipur,1/24/2026
C0376,Customer 0376,customer0376@example.com,North,Delhi,3/26/2026
C0377,Customer 0377,customer0377@example.com,Central,Bhopal,3/28/2026
C0378,Customer 0378,customer0378@example.com,South,Hyderabad,10/1/2025
C0379,Customer 0379,customer0379@example.com,South,Hyderabad,3/3/2025
C0380,Customer 0380,customer0380@example.com,West,Mumbai,4/4/2025
C0381,Customer 0381,customer0381@example.com,East,Bhubaneswar,4/13/2026
C0382,Customer 0382,customer0382@example.com,Central,Bhopal,8/29/2024
C0383,Customer 0383,customer0383@example.com,West,Mumbai,10/21/2024
C0384,Customer 0384,customer0384@example.com,East,Guwahati,2/1/2026
C0385,Customer 0385,customer0385@example.com,South,Bengaluru,11/24/2024
C0386,Customer 0386,customer0386@example.com,Central,Bhopal,7/18/2024
C0387,Customer 0387,customer0387@example.com,West,Pune,4/21/2025
C0388,Customer 0388,customer0388@example.com,Central,Indore,10/3/2024
C0389,Customer 0389,customer0389@example.com,North,Delhi,1/27/2026
C0390,Customer 0390,customer0390@example.com,Central,Indore,2/11/2026
C0391,Customer 0391,customer0391@example.com,West,Mumbai,9/17/2024
C0392,Customer 0392,customer0392@example.com,North,Delhi,3/26/2025
C0393,Customer 0393,customer0393@example.com,East,Guwahati,4/16/2026
C0394,Customer 0394,customer0394@example.com,West,Ahmedabad,9/22/2025
C0395,Customer 0395,customer0395@example.com,North,Delhi,7/2/2024
C0396,Customer 0396,customer0396@example.com,East,Guwahati,5/17/2025
