customer_id,customer_name,email,region,city,signup_date
C0123,Customer 0123,customer0123@example.com,North,Lucknow,2024-08-16
C0124,Customer 0124,customer0124@example.com,South,Chennai,2024-07-26
C0125,Customer 0125,customer0125@example.com,North,Jaipur,2025-12-15
C0126,Customer 0126,customer0126@example.com,East,Guwahati,2025-12-18
C0127,Customer 0127,customer0127@example.com,South,Bengaluru,2025-12-27
C0128,Customer 0128,customer0128@example.com,North,Jaipur,2025-06-25
C0129,Customer 0129,customer0129@example.com,North,Jaipur,2025-04-17
C0130,Customer 0130,customer0130@example.com,East,Kolkata,2025-07-05
C0131,Customer 0131,customer0131@example.com,North,Jaipur,2024-12-11
C0132,Customer 0132,customer0132@example.com,Central,Nagpur,2025-07-23
C0133,Customer 0133,customer0133@example.com,East,Kolkata,2025-11-06
C0134,Customer 0134,customer0134@example.com,South,Hyderabad,2025-10-10
C0135,Customer 0135,customer0135@example.com,East,Bhubaneswar,2025-06-05
C0136,Customer 0136,customer0136@example.com,North,Jaipur,2024-02-19
C0137,Customer 0137,customer0137@example.com,Central,Bhopal,2025-09-08
C0138,Customer 0138,customer0138@example.com,East,Bhubaneswar,2024-11-07
C0139,Customer 0139,customer0139@example.com,West,Mumbai,2025-09-24
C0140,Customer 0140,customer0140@example.com,North,Delhi,2025-04-03
C0141,Customer 0141,customer0141@example.com,East,Guwahati,2026-01-19
C0142,Customer 0142,customer0142@example.com,East,Kolkata,2024-10-14
C0143,Customer 0143,customer0143@example.com,Central,Indore,2026-03-02
C0144,Customer 0144,customer0144@example.com,East,Bhubaneswar,2025-12-18
C0145,Customer 0145,customer0145@example.com,East,Kolkata,2024-10-08
C0146,Customer 0146,customer0146@example.com,South,Chennai,2025-02-14
C0147,Customer 0147,customer0147@example.com,South,Bengaluru,2025-03-27
C0148,Customer 0148,customer0148@example.com,East,Bhubaneswar,2025-10-15
C0149,Customer 0149,customer0149@example.com,South,Hyderabad,2025-08-08
C0150,Customer 0150,customer0150@example.com,North,Lucknow,2025-12-25
C0151,Customer 0151,customer0151@example.com,Central,Bhopal,2024-11-10
C0152,Customer 0152,customer0152@example.com,Central,Bhopal,2025-03-05
C0153,Customer 0153,customer0153@example.com,North,Delhi,2025-01-01
C0154,Customer 0154,customer0154@example.com,East,Bhubaneswar,2026-02-12
C0155,Customer 0155,customer0155@example.com,North,Delhi,2024-09-16
C0156,Customer 0156,customer0156@example.com,West,Mumbai,2025-05-14
C0157,Customer 0157,customer0157@example.com,South,Hyderabad,2024-04-12
C0158,Customer 0158,customer0158@example.com,West,Ahmedabad,2025-12-23
C0159,Customer 0159,customer0159@example.com,West,Ahmedabad,2024-11-22
C0160,Customer 0160,customer0160@example.com,West,Mumbai,2024-10-16
C0161,Customer 0161,customer0161@example.com,North,Jaipur,2025-05-10
C0162,Customer 0162,customer0162@example.com,Central,Indore,2025-02-27
C0163,Customer 0163,customer0163@example.com,South,Chennai,2025-12-21
C0164,Customer 0164,customer0164@example.com,North,Jaipur,2025-03-27
C0165,Customer 0165,customer0165@example.com,East,Bhubaneswar,2025-03-15
C0166,Customer 0166,customer0166@example.com,South,Bengaluru,2024-03-30
C0167,Customer 0167,customer0167@example.com,Central,Nagpur,2024-01-19
C0168,Customer 0168,customer0168@example.com,West,Ahmedabad,2024-12-04
C0169,Customer 0169,customer0169@example.com,South,Bengaluru,2026-04-28
C0170,Customer 0170,customer0170@example.com,Central,Nagpur,2026-02-18
C0171,Customer 0171,customer0171@example.com,South,Hyderabad,2025-06-18
C0172,Customer 0172,customer0172@example.com,East,Bhubaneswar,2025-06-20
C0173,Customer 0173,customer0173@example.com,South,Chennai,2024-11-28
C0174,Customer 0174,customer0174@example.com,Central,Nagpur,2024-05-30
C0175,Customer 0175,customer0175@example.com,North,Lucknow,2024-01-08
C0176,Customer 0176,customer0176@example.com,North,Lucknow,2024-10-15
C0177,Customer 0177,customer0177@example.com,South,Chennai,2024-09-25
C0178,Customer 0178,customer0178@example.com,Central,Indore,2024-06-11
C0179,Customer 0179,customer0179@example.com,Central,Nagpur,2024-08-08
C0180,Customer 0180,customer0180@example.com,West,Pune,2024-01-22
C0181,Customer 0181,customer0181@example.com,Central,Nagpur,2025-05-31
C0182,Customer 0182,customer0182@example.com,Central,Bhopal,2026-02-27
C0183,Customer 0183,customer0183@example.com,East,Kolkata,2025-08-10
C0184,Customer 0184,customer0184@example.com,South,Hyderabad,2025-01-15
C0185,Customer 0185,customer0185@example.com,West,Pune,2024-12-23
C0186,Customer 0186,customer0186@example.com,West,Pune,2024-09-18
C0187,Customer 0187,customer0187@example.com,South,Bengaluru,2024-05-01
C0188,Customer 0188,customer0188@example.com,North,Jaipur,2025-05-23
C0189,Customer 0189,customer0189@example.com,West,Ahmedabad,2025-04-26
C0190,Customer 0190,customer0190@example.com,South,Chennai,2024-01-07
C0191,Customer 0191,customer0191@example.com,Central,Nagpur,2024-12-19
C0192,Customer 0192,customer0192@example.com,South,Hyderabad,2024-08-24
C0193,Customer 0193,customer0193@example.com,North,Jaipur,2024-05-24
C0194,Customer 0194,customer0194@example.com,Central,Indore,2025-08-20
C0195,Customer 0195,customer0195@example.com,North,Delhi,2025-03-22
C0196,Customer 0196,customer0196@example.com,North,Lucknow,2025-06-22
C0197,Customer 0197,customer0197@example.com,East,Bhubaneswar,2025-08-29
C0198,Customer 0198,customer0198@example.com,Central,Bhopal,2026-04-14
C0199,Customer 0199,customer0199@example.com,North,Jaipur,2025-11-13
C0200,Customer 0200,customer0200@example.com,South,Hyderabad,2025-06-11
C0201,Customer 0201,customer0201@example.com,West,Mumbai,2026-01-17
C0202,Customer 0202,customer0202@example.com,Central,Bhopal,2025-02-09
C0203,Customer 0203,customer0203@example.com,East,Guwahati,2026-04-17
C0204,Customer 0204,customer0204@example.com,North,Delhi,2025-10-09
C0205,Customer 0205,customer0205@example.com,North,Lucknow,2025-07-07
C0206,Customer 0206,customer0206@example.com,South,Hyderabad,2026-02-06
C0207,Customer 0207,customer0207@example.com,North,Lucknow,2025-03-13
C0208,Customer 0208,customer0208@example.com,West,Ahmedabad,2025-09-04
C0209,Customer 0209,customer0209@example.com,North,Delhi,2024-08-30
C0210,Customer 0210,customer0210@example.com,East,Kolkata,2026-03-29
C0211,Customer 0211,customer0211@example.com,West,Pune,2025-06-13
C0212,Customer 0212,customer0212@example.com,East,Bhubaneswar,2025-10-26
C0213,Customer 0213,customer0213@example.com,North,Lucknow,2025-01-26
C0214,Customer 0214,customer0214@example.com,West,Ahmedabad,2026-01-06
C0215,Customer 0215,customer0215@example.com,West,Pune,2024-03-04
C0216,Customer 0216,customer0216@example.com,West,Ahmedabad,2024-04-06
C0217,Customer 0217,customer0217@example.com,North,Jaipur,2025-03-07
C0218,Customer 0218,customer0218@example.com,North,Jaipur,2025-09-14
C0219,Customer 0219,customer0219@example.com,Central,Indore,2025-11-18
C0220,Customer 0220,customer0220@example.com,South,Bengaluru,2025-01-09
C0221,Customer 0221,customer0221@example.com,South,Chennai,2025-07-06
C0222,Customer 0222,customer0222@example.com,East,Guwahati,2025-04-15
C0223,Customer 0223,customer0223@example.com,West,Pune,2026-03-28
C0224,Customer 0224,customer0224@example.com,Central,Nagpur,2025-07-09
C0225,Customer 0225,customer0225@example.com,South,Bengaluru,2024-12-20
C0226,Customer 0226,customer0226@example.com,Central,Nagpur,2026-04-04
C0227,Customer 0227,customer0227@example.com,North,Lucknow,2024-04-01
C0228,Customer 0228,customer0228@example.com,East,Bhubaneswar,2026-04-16
C0229,Customer 0229,customer0229@example.com,West,Pune,2024-05-10
C0230,Customer 0230,customer0230@example.com,North,Delhi,2024-09-01
C0231,Customer 0231,customer0231@example.com,North,Lucknow,2025-11-29
C0232,Customer 0232,customer0232@example.com,South,Hyderabad,2025-09-15
C0233,Customer 0233,customer0233@example.com,Central,Nagpur,2026-04-04
C0234,Customer 0234,customer0234@example.com,East,Guwahati,2025-09-29
C0235,Customer 0235,customer0235@example.com,Central,Nagpur,2025-06-25
C0236,Customer 0236,customer0236@example.com,West,Ahmedabad,2024-10-21
C0237,Customer 0237,customer0237@example.com,East,Bhubaneswar,2024-01-05
C0238,Customer 0238,customer0238@example.com,West,Mumbai,2024-04-15
C0239,Customer 0239,customer0239@example.com,North,Delhi,2024-09-10
C0240,Customer 0240,customer0240@example.com,North,Delhi,2024-02-04
C0241,Customer 0241,customer0241@example.com,Central,Indore,2025-03-07
C0242,Customer 0242,customer0242@example.com,West,Ahmedabad,2025-10-22
C0243,Customer 0243,customer0243@example.com,South,Bengaluru,2026-03-29
C0244,Customer 0244,customer0244@example.com,East,Kolkata,2025-02-20
C0245,Customer 0245,customer0245@example.com,West,Mumbai,2026-01-13
C0246,Customer 0246,customer0246@example.com,Central,Nagpur,2026-04-17
C0247,Customer 0247,customer0247@example.com,West,Ahmedabad,2025-12-31
C0248,Customer 0248,customer0248@example.com,South,Bengaluru,2025-01-30
C0249,Customer 0249,customer0249@example.com,South,Hyderabad,2024-10-03
C0250,Customer 0250,customer0250@example.com,South,Hyderabad,2026-04-11
C0251,Customer 0251,customer0251@example.com,West,Ahmedabad,2024-07-24
C0252,Customer 0252,customer0252@example.com,Central,Nagpur,2024-12-15
C0253,Customer 0253,customer0253@example.com,East,Bhubaneswar,2024-03-03
C0254,Customer 0254,customer0254@example.com,South,Bengaluru,2025-11-05
C0255,Customer 0255,customer0255@example.com,South,Bengaluru,2025-07-06
C0256,Customer 0256,customer0256@example.com,West,Mumbai,2024-03-13
C0257,Customer 0257,customer0257@example.com,West,Pune,2024-07-07
C0258,Customer 0258,customer0258@example.com,North,Jaipur,2025-04-17
C0259,Customer 0259,customer0259@example.com,North,Jaipur,2025-04-04
C0260,Customer 0260,customer0260@example.com,East,Bhubaneswar,2025-11-12
C0261,Customer 0261,customer0261@example.com,North,Jaipur,2024-08-14
C0262,Customer 0262,customer0262@example.com,Central,Indore,2026-02-24
C0263,Customer 0263,customer0263@example.com,South,Chennai,2025-01-12
C0264,Customer 0264,customer0264@example.com,North,Jaipur,2025-11-30
C0265,Customer 0265,customer0265@example.com,Central,Indore,2024-07-21
C0266,Customer 0266,customer0266@example.com,North,Lucknow,2024-02-01
C0267,Customer 0267,customer0267@example.com,South,Bengaluru,2024-02-16
C0268,Customer 0268,customer0268@example.com,North,Jaipur,2024-11-12
C0269,Customer 0269,customer0269@example.com,North,Delhi,2026-03-21
C0270,Customer 0270,customer0270@example.com,North,Delhi,2024-02-11
C0271,Customer 0271,customer0271@example.com,North,Jaipur,2024-11-09
C0272,Customer 0272,customer0272@example.com,North,Jaipur,2024-04-02
C0273,Customer 0273,customer0273@example.com,North,Jaipur,2026-03-02
C0274,Customer 0274,customer0274@example.com,East,Bhubaneswar,2025-07-28
C0275,Customer 0275,customer0275@example.com,West,Ahmedabad,2025-10-10
C0276,Customer 0276,customer0276@example.com,South,Chennai,2025-08-29
C0277,Customer 0277,customer0277@example.com,South,Chennai,2025-07-12
C0278,Customer 0278,customer0278@example.com,East,Kolkata,2025-10-19
C0279,Customer 0279,customer0279@example.com,Central,Bhopal,2024-01-07
C0280,Customer 0280,customer0280@example.com,Central,Nagpur,2026-01-05
C0281,Customer 0281,customer0281@example.com,North,Delhi,2025-09-20
C0282,Customer 0282,customer0282@example.com,North,Jaipur,2025-09-20
C0283,Customer 0283,customer0283@example.com,South,Chennai,2024-11-30
C0284,Customer 0284,customer0284@example.com,South,Hyderabad,2025-11-11
C0285,Customer 0285,customer0285@example.com,East,Guwahati,2024-11-20
C0286,Customer 0286,customer0286@example.com,South,Chennai,2024-02-11
C0287,Customer 0287,customer0287@example.com,North,Delhi,2026-02-10
C0288,Customer 0288,customer0288@example.com,South,Chennai,2024-07-18
C0289,Customer 0289,customer0289@example.com,East,Bhubaneswar,2024-03-27
C0290,Customer 0290,customer0290@example.com,North,Lucknow,2025-06-12
C0291,Customer 0291,customer0291@example.com,Central,Indore,2024-07-17
C0292,Customer 0292,customer0292@example.com,North,Lucknow,2025-12-30
C0293,Customer 0293,customer0293@example.com,Central,Indore,2025-01-12
C0294,Customer 0294,customer0294@example.com,North,Delhi,2024-01-04
C0295,Customer 0295,customer0295@example.com,Central,Indore,2026-03-19
C0296,Customer 0296,customer0296@example.com,Central,Bhopal,2025-03-13
C0297,Customer 0297,customer0297@example.com,Central,Nagpur,2024-08-11
C0298,Customer 0298,customer0298@example.com,West,Mumbai,2025-07-29
C0299,Customer 0299,customer0299@example.com,West,Pune,2025-03-27
C0300,Customer 0300,customer0300@example.com,West,Pune,2024-01-26
C0301,Customer 0301,customer0301@example.com,West,Mumbai,2025-10-07
C0302,Customer 0302,customer0302@example.com,North,Jaipur,2024-12-07
C0303,Customer 0303,customer0303@example.com,East,Bhubaneswar,2025-08-17
C0304,Customer 0304,customer0304@example.com,East,Kolkata,2026-01-31
C0305,Customer 0305,customer0305@example.com,Central,Bhopal,2025-06-03
C0306,Customer 0306,customer0306@example.com,East,Kolkata,2025-07-24
C0307,Customer 0307,customer0307@example.com,South,Chennai,2024-08-04
C0308,Customer 0308,customer0308@example.com,West,Pune,2024-07-21
C0309,Customer 0309,customer0309@example.com,South,Chennai,2024-12-18
C0310,Customer 0310,customer0310@example.com,North,Lucknow,2025-12-25
C0311,Customer 0311,customer0311@example.com,East,Kolkata,2025-03-21
C0312,Customer 0312,customer0312@example.com,South,Bengaluru,2024-10-22
C0313,Customer 0313,customer0313@example.com,South,Hyderabad,2025-10-24
C0314,Customer 0314,customer0314@example.com,South,Bengaluru,2025-12-26
C0315,Customer 0315,customer0315@example.com,South,Hyderabad,2026-02-06
C0316,Customer 0316,customer0316@example.com,South,Chennai,2024-09-11
C0317,Customer 0317,customer0317@example.com,South,Chennai,2025-08-26
C0318,Customer 0318,customer0318@example.com,West,Mumbai,2025-05-16
C0319,Customer 0319,customer0319@example.com,South,Chennai,2025-01-16
C0320,Customer 0320,customer0320@example.com,Central,Bhopal,2024-12-03
C0321,Customer 0321,customer0321@example.com,Central,Bhopal,2024-04-07
C0322,Customer 0322,customer0322@example.com,East,Guwahati,2024-08-21
C0323,Customer 0323,customer0323@example.com,South,Chennai,2025-04-12
C0324,Customer 0324,customer0324@example.com,East,Guwahati,2026-01-23
C0325,Customer 0325,customer0325@example.com,Central,Nagpur,2026-01-06
C0326,Customer 0326,customer0326@example.com,West,Ahmedabad,2024-06-08
C0327,Customer 0327,customer0327@example.com,West,Mumbai,2025-07-31
C0328,Customer 0328,customer0328@example.com,East,Guwahati,2024-03-13
C0329,Customer 0329,customer0329@example.com,West,Pune,2025-07-27
C0330,Customer 0330,customer0330@example.com,South,Hyderabad,2024-10-17
C0331,Customer 0331,customer0331@example.com,West,Pune,2025-01-17
C0332,Customer 0332,customer0332@example.com,South,Hyderabad,2025-09-01
C0333,Customer 0333,customer0333@example.com,West,Pune,2024-12-27
C0334,Customer 0334,customer0334@example.com,Central,Bhopal,2025-11-17
C0335,Customer 0335,customer0335@example.com,North,Jaipur,2025-03-29
C0336,Customer 0336,customer0336@example.com,West,Mumbai,2026-04-28
C0337,Customer 0337,customer0337@example.com,North,Lucknow,2025-06-26
C0338,Customer 0338,customer0338@example.com,West,Mumbai,2024-09-08
C0339,Customer 0339,customer0339@example.com,North,Delhi,2025-10-20
C0340,Customer 0340,customer0340@example.com,Central,Indore,2024-12-12
C0341,Customer 0341,customer0341@example.com,North,Jaipur,2025-03-30
C0342,Customer 0342,customer0342@example.com,Central,Bhopal,2024-04-26
C0343,Customer 0343,customer0343@example.com,West,Ahmedabad,2024-04-11
C0344,Customer 0344,customer0344@example.com,East,Guwahati,2025-05-03
C0345,Customer 0345,customer0345@example.com,West,Ahmedabad,2024-06-07
C0346,Customer 0346,customer0346@example.com,West,Pune,2026-04-27
C0347,Customer 0347,customer0347@example.com,Central,Indore,2025-12-28
C0348,Customer 0348,customer0348@example.com,South,Bengaluru,2025-08-18
C0349,Customer 0349,customer0349@example.com,East,Bhubaneswar,2025-09-16
C0350,Customer 0350,customer0350@example.com,North,Delhi,2025-05-20
C0351,Customer 0351,customer0351@example.com,West,Mumbai,2024-02-21
C0352,Customer 0352,customer0352@example.com,North,Delhi,2024-11-29
C0353,Customer 0353,customer0353@example.com,East,Bhubaneswar,2025-02-25
C0354,Customer 0354,customer0354@example.com,East,Kolkata,2026-02-17
C0355,Customer 0355,customer0355@example.com,East,Kolkata,2024-07-05
C0356,Customer 0356,customer0356@example.com,East,Guwahati,2025-02-26
C0357,Customer 0357,customer0357@example.com,West,Pune,2024-10-19
C0358,Customer 0358,customer0358@example.com,West,Pune,2024-04-24
C0359,Customer 0359,customer0359@example.com,East,Bhubaneswar,2024-03-28
C0360,Customer 0360,customer0360@example.com,East,Guwahati,2024-11-06
C0361,Customer 0361,customer0361@example.com,Central,Nagpur,2024-03-11
C0362,Customer 0362,customer0362@example.com,North,Delhi,2024-02-27
C0363,Customer 0363,customer0363@example.com,North,Lucknow,2024-10-25
C0364,Customer 0364,customer0364@example.com,North,Jaipur,2024-06-20
C0365,Customer 0365,customer0365@example.com,West,Ahmedabad,2025-04-16
C0366,Customer 0366,customer0366@example.com,South,Bengaluru,2024-01-16
C0367,Customer 0367,customer0367@example.com,West,Mumbai,2024-09-13
C0368,Customer 0368,customer0368@example.com,West,Ahmedabad,2025-01-20
C0369,Customer 0369,customer0369@example.com,South,Chennai,2026-03-29
C0370,Customer 0370,customer0370@example.com,Central,Nagpur,2025-06-23
C0371,Customer 0371,customer0371@example.com,West,Mumbai,2026-01-18
C0372,Customer 0372,customer0372@example.com,South,Chennai,2024-10-18
C0373,Customer 0373,customer0373@example.com,South,Bengaluru,2025-01-17
C0374,Customer 0374,customer0374@example.com,South,Hyderabad,2024-12-23
C0375,Customer 0375,customer0375@example.com,North,Jaipur,2026-01-24
C0376,Customer 0376,customer0376@example.com,North,Delhi,2026-03-26
C0377,Customer 0377,customer0377@example.com,Central,Bhopal,2026-03-28
C0378,Customer 0378,customer0378@example.com,South,Hyderabad,2025-10-01
C0379,Customer 0379,customer0379@example.com,South,Hyderabad,2025-03-03
C0380,Customer 0380,customer0380@example.com,West,Mumbai,2025-04-04
C0381,Customer 0381,customer0381@example.com,East,Bhubaneswar,2026-04-13
C0382,Customer 0382,customer0382@example.com,Central,Bhopal,2024-08-29
C0383,Customer 0383,customer0383@example.com,West,Mumbai,2024-10-21
C0384,Customer 0384,customer0384@example.com,East,Guwahati,2026-02-01
C0385,Customer 0385,customer0385@example.com,South,Bengaluru,2024-11-24
C0386,Customer 0386,customer0386@example.com,Central,Bhopal,2024-07-18
C0387,Customer 0387,customer0387@example.com,West,Pune,2025-04-21
C0388,Customer 0388,customer0388@example.com,Central,Indore,2024-10-03
C0389,Customer 0389,customer0389@example.com,North,Delhi,2026-01-27
C0390,Customer 0390,customer0390@example.com,Central,Indore,2026-02-11
C0391,Customer 0391,customer0391@example.com,West,Mumbai,2024-09-17
C0392,Customer 0392,customer0392@example.com,North,Delhi,2025-03-26
C0393,Customer 0393,customer0393@example.com,East,Guwahati,2026-04-16
C0394,Customer 0394,customer0394@example.com,West,Ahmedabad,2025-09-22
C0395,Customer 0395,customer0395@example.com,North,Delhi,2024-07-02
C0396,Customer 0396,customer0396@example.com,East,Guwahati,2025-05-17
